13270010,Largo São Sebastião,Centro,10066,26
13270020,"Rua Treze de Maio, até 351/352",Centro,10066,26
13270030,Rua Padre Manoel Guinaut,Centro,10066,26
13270039,Praça São Sebastião,Centro,10066,26
13270040,Rua Doutor Cândido Ferreira,Centro,10066,26
13270050,Rua Vinte e Oito de Maio,Centro,10066,26
13270060,Avenida Doutor Heitor Penteado,Centro,10066,26
13270070,Rua Vinte e Um de Dezembro,Centro,10066,26
13270080,Rua Eugênio Franceschini,Centro,10066,26
13270090,Avenida dos Imigrantes,Centro,10066,26
13270100,Rua Sete de Setembro,Centro,10066,26
13270101,Praça Angelina Aparecida Pazinato Matiazzo,Centro,10066,26
13270110,Rua Senador Feijó,Centro,10066,26
13270111,Rua Dona Rosina Zagatti Celani,Centro,10066,26
13270120,Rua Carlos Manarini,Centro,10066,26
13270130,Rua Quinze de Novembro,Centro,10066,26
13270140,Rua Sílvio Concon,Jardim Ribeiro,10066,26
13270150,Rua Ana Leonizia do Amaral Camargo,Jardim Ribeiro,10066,26
13270151,Rua Glória,Jardim Ribeiro,10066,26
13270160,Rua Rosa Giardelli Manprin,Jardim Ribeiro,10066,26
13270169,Praça Washington Luiz,Jardim Ribeiro,10066,26
13270170,Rua Antônio José Butignol,Jardim Ribeiro,10066,26
13270171,Rua Antônio Luiz Gabetta,Jardim Ribeiro,10066,26
13270180,Rua Itália,Jardim Ribeiro,10066,26
13270185,Rua Carmelina Previtale Pera,Jardim Ribeiro,10066,26
13270190,"Avenida Onze de Agosto, de 1009/1010 a 1507/1508",Jardim Ribeiro,10066,26
13270199,Praça Presidente Getúlio Vargas,Jardim Ribeiro,10066,26
13270200,Rua José Milani,Vila Bissoto,10066,26
13270201,Bosque Chico Mendes,Vila Bissoto,10066,26
13270210,Avenida dos Esportes,Vila Bissoto,10066,26
13270220,Rua Vinte e Sete de Julho,Vila Bissoto,10066,26
13270230,Rua Ricardo Sperancin,Jardim Vila Rosa,10066,26
13270240,Rua Dom Paulo de Tarso Campos,Jardim Vila Rosa,10066,26
13270250,Rua Ferrucio Celani,Jardim Vila Rosa,10066,26
13270259,Praça Antônio Martins,Jardim Vila Rosa,10066,26
13270260,Rua Vitória Colombo Rossi,Jardim Vila Rosa,10066,26
13270290,Rua Filomena Pastori Molon,Vila São José,10066,26
13270291,Rua Narciso Bonon,Vila São José,10066,26
13270292,Rua Américo Conte,Vila São José,10066,26
13270293,Rua Luiza Rodella Brandini,Vila São José,10066,26
13270294,Rua José Ezequiel da Silva,Vila São José,10066,26
13270295,Rua Carlos Costato,Vila São José,10066,26
13270296,Rua Vicente de Paula Baumann,Vila São José,10066,26
13270299,Praça Lions Club,Vila São José,10066,26
13270300,Rua José Pisciotta,Vila São Luiz,10066,26
13270310,Rua Antônio Toffoli,Vila São Luiz,10066,26
13270320,Rua Raymundo Bissoto,Jardim Primavera,10066,26
13270329,Praça Engenheiro Fortunato José Borin,Jardim Primavera,10066,26
13270330,Rua Euclides da Cunha,Jardim Primavera,10066,26
13270340,Rua Rui Barbosa,Jardim Primavera,10066,26
13270350,Rua José de Alencar,Jardim Planalto,10066,26
13270359,Praça Quintino Bocaiúva,Jardim Planalto,10066,26
13270360,Rua Terezinha Marchetti Castelluber,Vila Boa Esperança,10066,26
13270361,Rua José Morassi,Vila Boa Esperança,10066,26
13270362,Rua Fellipe Spadaccia,Vila Boa Esperança,10066,26
13270364,Rua Tereza Von Zuben Angarten,Vila Boa Esperança,10066,26
13270369,Praça da Bíblia,Vila Boa Esperança,10066,26
13270370,Rua Amin Sabie,Vila Boa Esperança,10066,26
13270371,Rua Miguel Abib Kellesli,Vila Boa Esperança,10066,26
13270372,Rua Trinta e Um de Março,Vila Boa Esperança,10066,26
13270373,Rua Professor Américo Belluomini,Vila Boa Esperança,10066,26
13270379,Praça Boa Esperança,Vila Boa Esperança,10066,26
13270381,Rua Professora Orlinda Martinelli de Souza,Vila Boa Esperança,10066,26
13270382,Rua José Barbosa de Oliveira,Vila Boa Esperança,10066,26
13270383,Rua Assuero Pera,Vila Boa Esperança,10066,26
13270384,Rua Caetano Capovilla,Vila Boa Esperança,10066,26
13270385,Rua Joaquim de Oliveira,Vila Boa Esperança,10066,26
13270386,Rua Dez,Vila Boa Esperança,10066,26
13270390,Rua Antônio Perseghetti,Vila Boa Esperança,10066,26
13270391,Rua Humberto Antoniazzi,Vila Boa Esperança,10066,26
13270393,Rua Ulysses Pedroso de Oliveira Filho,Vila Boa Esperança,10066,26
13270395,Praça Ana Tiene Ferrari,Vila Boa Esperança,10066,26
13270397,Praça Antônio Gonçalves de Sousa,Vila Boa Esperança,10066,26
13270399,Praça Pedro Trento,Vila Boa Esperança,10066,26
13270400,Avenida Joaquim Alves Corrêa,Residencial São Luiz,10066,26
13270430,Rua José Elias de Oliveira Andrade,Residencial São Luiz,10066,26
13270440,Rua Antônio Antoniazzi,Residencial São Luiz,10066,26
13270450,Rua José Augusto Roxo Moreira,Residencial São Luiz,10066,26
13270460,Rua Vicente Rossi,Residencial São Luiz,10066,26
13270470,Rua Ângelo Antônio Schiavinato,Residencial São Luiz,10066,26
13270479,Praça Padre Leopoldo,Residencial São Luiz,10066,26
13270480,Rua Francisco Von Zuben,Vila Santo Antônio,10066,26
13270490,Rua Doutor Armando Costa Magalhães,Vila Santo Antônio,10066,26
13270500,Rua Pedro Carlos Cagliari,Vila Santo Antônio,10066,26
13270510,Rua José Von Zuben,Vila Santo Antônio,10066,26
13270520,Rua Ignacio Spadaccia,Vila Santo Antônio,10066,26
13270529,Praça Rotary Club,Vila Santo Antônio,10066,26
13270530,Rua Artur Fernandes Querido,Vila Santo Antônio,10066,26
13270540,Rua Marlene Piato Conte,Parque Residencial Colina do Sol,10066,26
13270560,Rua Dois,Parque Residencial Colina do Sol,10066,26
13270570,Rua Eduardo Martini,Parque Residencial Colina do Sol,10066,26
13270600,Rua Doutor Adhemar de Barros,Jardim Europa,10066,26
13270610,Rua Aurélio Vilela,Parque Terranova,10066,26
13270620,Rua Luiz Antoniazzi,Parque Terranova,10066,26
13270630,Rua Ubaldo Pinto,Parque Terranova,10066,26
13270640,Rua Doutor Fernando Leite Ferraz,Parque Terranova,10066,26
13270650,Rua Marcelo Turini,Parque Terranova,10066,26
